cdf,cdf_e,cdf_p,mean_e,mean_w,year
"[0.0080851450348, 0.008194991900517135, 0.008257618850302892, 0.008403327270045715, 0.008795675191164982, 0.009132441036508548, 0.009322869609668558, 0.009745119709798515, 0.011057764367834648, 0.012356923695385137, 0.013012991896338895, 0.013881710945300572, 0.01462744745563218, 0.015250510216079843, 0.015736571086132977, 0.016169558967531347, 0.016578727921809398, 0.016903886347532465, 0.017194081860389454, 0.017451801703923492, 0.017652673837374514, 0.017837778620767988, 0.01801647906218091, 0.018188122448188543, 0.018358934637615853, 0.018521023249582744, 0.018675124102983002, 0.01883278653184577, 0.018984472397143085, 0.01913806914095855, 0.019287493660423857, 0.01943876205454931, 0.019599088090751005, 0.019764467282549356, 0.0199277939242184, 0.020096069280880306, 0.020295531017259307, 0.020486056082181427, 0.02067504243330544, 0.020871556038384052, 0.021077274940864355, 0.02128545309842534, 0.021495374516955098, 0.021721017656688383, 0.021950567434046647, 0.022194250256453316, 0.02244867480468859, 0.022732391731814523, 0.023035918931252206, 0.023353100558568093, 0.023679576444690972, 0.024032898362327314, 0.024367651390214982, 0.024737753166041418, 0.025114199243349233, 0.025514647946936385, 0.025929168414285407, 0.026362621579079638, 0.02683810062728236, 0.027271062840134416, 0.02771401725812495, 0.028170801089393554, 0.028622439215630593, 0.029092978469814013, 0.029590546718630633, 0.03008134275043534, 0.030608728906119348, 0.03115100290085411, 0.03171554417959065, 0.03231807781903342, 0.03292260950518862, 0.033566417482477025, 0.03420121037266881, 0.03479269945627454, 0.03534437022903521, 0.03577559357798196, 0.03615088988831566, 0.03648146293494044, 0.03678195650128359, 0.037060576835366815, 0.0372975798447048, 0.03752277880715994, 0.037713131030164576, 0.0379129232679766, 0.03811486108608686, 0.03833362488922711, 0.03857534248535788, 0.038860351499920454, 0.039192067112861294, 0.03954316267116141, 0.039889867039646226, 0.04032853573619063, 0.04072511945061541, 0.0411692009468729, 0.04175782205682051, 0.04255282032223971, 0.043883721893157125, 0.046272938724578966, 0.048639037700163694, 0.050758622941174975, 0.05682712793310218]","[0.0080851450348, 0.0080851450348, 0.0080851450348, 0.0080851450348, 0.008845142544184, 0.01061847006608, 0.012391797587976, 0.014165125109872003, 0.014895981539479998, 0.015453092787039999, 0.0160102040346, 0.016512964774400004, 0.0168798492448, 0.0172467337152, 0.0176136181856, 0.017920664085999998, 0.0182037745584, 0.0184868850308, 0.018764563419200003, 0.019009649303600003, 0.019254735188000003, 0.0194998210724, 0.019755375624000003, 0.020018781676, 0.020282187728000004, 0.02054559378, 0.0208275761352, 0.021109558490400006, 0.021391540845600004, 0.021656582264400006, 0.021899035768, 0.0221414892716, 0.022383942775200002, 0.022681672044400004, 0.022988613941200005, 0.023295555838000002, 0.023646074413200005, 0.024105534684400007, 0.024564994955600005, 0.0250244552268, 0.02552651214200001, 0.02604560771480001, 0.026564703287600005, 0.02707236454880001, 0.027511419940400007, 0.027950475332000003, 0.02838953072360001, 0.02879412329600001, 0.029172868754000002, 0.02955161421200001, 0.02993035967, 0.030348539650400012, 0.030766719630800004, 0.031184899611200006, 0.03166533902240001, 0.032228791008, 0.032792242993600014, 0.03335569497920001, 0.033915104083200004, 0.0344738393736, 0.03503257466400001, 0.03555461808400001, 0.035984931828, 0.03641524557200001, 0.036845559316000004, 0.03716926274200001, 0.0374503220408, 0.03773138133960001, 0.037998452580000015, 0.03818159547, 0.03836473836000001, 0.03854788125000001, 0.0387101405272, 0.03885673709480001, 0.03900333366240001, 0.03914993023000001, 0.03938330059240001, 0.03961667095480001, 0.03985004131720001, 0.04019485699600001, 0.040688266430000015, 0.04118167586400001, 0.041675085298000014, 0.042356764028000024, 0.04306982097400002, 0.04378287792000002, 0.044476569669200015, 0.04512184842640002, 0.04576712718360002, 0.04641240594080002, 0.04699086317600002, 0.04754259180240001, 0.04809432042880002, 0.04868286421320003, 0.04949229894560003, 0.050301733678000025, 0.051111168410400025, 0.05235015912360004, 0.05391131682240005, 0.055472474521200056, 0.057033632220000005]","[0.0, 0.01, 0.02, 0.03, 0.04, 0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2, 0.21, 0.22, 0.23, 0.24, 0.25, 0.26, 0.27, 0.28, 0.29, 0.3, 0.31, 0.32, 0.33, 0.34, 0.35000000000000003, 0.36, 0.37, 0.38, 0.39, 0.4, 0.41000000000000003, 0.42, 0.43, 0.44, 0.45, 0.46, 0.47000000000000003, 0.48, 0.49, 0.5, 0.51, 0.52, 0.53, 0.54, 0.55, 0.56, 0.5700000000000001, 0.58, 0.59, 0.6, 0.61, 0.62, 0.63, 0.64, 0.65, 0.66, 0.67, 0.68, 0.6900000000000001, 0.7000000000000001, 0.71, 0.72, 0.73, 0.74, 0.75, 0.76, 0.77, 0.78, 0.79, 0.8, 0.81, 0.8200000000000001, 0.8300000000000001, 0.84, 0.85, 0.86, 0.87, 0.88, 0.89, 0.9, 0.91, 0.92, 0.93, 0.9400000000000001, 0.9500000000000001, 0.96, 0.97, 0.98, 0.99, 1.0]",0.031298405764921426,0.026870547990887464,1996
"[0.021309114094000006, 0.021932632392298982, 0.022376305986145085, 0.022907830899849175, 0.024068345857500537, 0.02502184958950039, 0.025533818693883176, 0.026121861177995535, 0.02717892173371515, 0.028260197720668293, 0.029057646181933988, 0.029942154571352343, 0.030746219832345198, 0.03138280523897887, 0.03190036814313824, 0.032438656936112774, 0.03303849985739797, 0.03358403491793161, 0.03412111387350211, 0.03470306568228383, 0.03534498443599749, 0.03591784627063155, 0.03650840423621828, 0.03708501532412082, 0.03763741511245555, 0.03815523083279752, 0.03865652924044224, 0.03915560976049532, 0.039608137328075416, 0.040073959816158196, 0.04051551707034204, 0.04096135278791155, 0.04135602048089174, 0.041760787341627505, 0.042130809472667397, 0.04249006030882077, 0.04286143618802534, 0.043225611363903564, 0.043581403774285925, 0.043924954366969644, 0.044297998954003937, 0.04467796484768166, 0.0450447734633577, 0.04542842817113826, 0.04584891228555768, 0.04628582967173498, 0.0467309307373048, 0.04721244235293951, 0.04767542724596581, 0.048170220221491505, 0.04865525102941677, 0.04921687018724436, 0.04971722183484069, 0.050260432537976796, 0.05080704560256664, 0.05125908398869543, 0.051675062202542636, 0.052085969812884915, 0.05244462828284202, 0.05276503532791426, 0.053076638745059024, 0.053393643576621345, 0.05367760774042105, 0.053960436721761096, 0.0542529632131225, 0.05452610492165778, 0.05483746489839485, 0.055181596675371244, 0.05556323331729429, 0.05595017446865346, 0.0564125505959438, 0.05697867709150329, 0.05768881749714862, 0.05847360597455034, 0.05949105006056853, 0.0607109794621691, 0.06202782693964678, 0.06327833301530926, 0.0643504841648764, 0.06530185669273733, 0.06627894046910472, 0.0672823612571086, 0.06823882347295009, 0.06923069884158536, 0.0700117762237336, 0.0706452289827601, 0.07130470358736644, 0.07191984464207855, 0.0725541699002281, 0.07324026777684471, 0.07397463400310676, 0.07486153644394654, 0.0757192725431132, 0.07657147606682523, 0.07776347642636344, 0.07970577191040494, 0.08181752611232243, 0.08684073133674831, 0.09121616391828613, 0.09415502407460583, 0.10700570111296435]","[0.021309114094000006, 0.021309114094000006, 0.021309114094000006, 0.021309114094000006, 0.021952429466320006, 0.0234534986684, 0.024954567870479998, 0.02645563707256, 0.027568163798, 0.028615933444, 0.02966370309, 0.0306692388784, 0.031569190022799995, 0.0324691411672, 0.0333690923116, 0.034247565266, 0.0351174469444, 0.035987328622800005, 0.036869961713200006, 0.037829103275600004, 0.038788244838, 0.0397473864004, 0.0405407419324, 0.04120975794160001, 0.0418787739508, 0.042547789960000006, 0.04303734568120001, 0.0435269014024, 0.04401645712360001, 0.044478861966399996, 0.04490506563800001, 0.045331269309600006, 0.0457574729812, 0.046217331394400006, 0.046682798931200004, 0.047148266468, 0.04763785266400001, 0.048187735508000006, 0.048737618352000016, 0.049287501196000005, 0.04985243535000001, 0.05042339002800002, 0.05099434470600001, 0.0515530825724, 0.052038519569200005, 0.052523956565999994, 0.0530093935628, 0.053404117641200004, 0.0537308070308, 0.0540574964204, 0.05438418581, 0.0546938281024, 0.055003470394800004, 0.0553131126872, 0.055661137535200016, 0.05606033912400001, 0.05645954071280001, 0.056858742301600006, 0.05750010450240002, 0.05818182680520001, 0.058863549108000006, 0.05967038375160002, 0.060789999247200015, 0.06190961474280002, 0.06302923023840001, 0.06428054139000003, 0.06558453080400002, 0.06688852021800003, 0.06814211777720001, 0.06909336420760002, 0.07004461063800002, 0.07099585706840002, 0.07177015513080003, 0.0724117419172, 0.0730533287036, 0.07369491549, 0.0743374078916, 0.07497990029320002, 0.07562239269479999, 0.07641173584640001, 0.07739687999800003, 0.07838202414960002, 0.07936716830120003, 0.08039426573440003, 0.08142835538120002, 0.08246244502800001, 0.08349804340120003, 0.08453741359040004, 0.08557678377960003, 0.08661615396880004, 0.08772673394400003, 0.08886579783360003, 0.09000486172320003, 0.09125159779960006, 0.09314436699680007, 0.09503713619400007, 0.09692990539120004, 0.0993891389244001, 0.10227322070960009, 0.1051573024948001, 0.10804138427999999]","[0.0, 0.01, 0.02, 0.03, 0.04, 0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2, 0.21, 0.22, 0.23, 0.24, 0.25, 0.26, 0.27, 0.28, 0.29, 0.3, 0.31, 0.32, 0.33, 0.34, 0.35000000000000003, 0.36, 0.37, 0.38, 0.39, 0.4, 0.41000000000000003, 0.42, 0.43, 0.44, 0.45, 0.46, 0.47000000000000003, 0.48, 0.49, 0.5, 0.51, 0.52, 0.53, 0.54, 0.55, 0.56, 0.5700000000000001, 0.58, 0.59, 0.6, 0.61, 0.62, 0.63, 0.64, 0.65, 0.66, 0.67, 0.68, 0.6900000000000001, 0.7000000000000001, 0.71, 0.72, 0.73, 0.74, 0.75, 0.76, 0.77, 0.78, 0.79, 0.8, 0.81, 0.8200000000000001, 0.8300000000000001, 0.84, 0.85, 0.86, 0.87, 0.88, 0.89, 0.9, 0.91, 0.92, 0.93, 0.9400000000000001, 0.9500000000000001, 0.96, 0.97, 0.98, 0.99, 1.0]",0.05886312127085715,0.05176965186038451,1997
"[0.033844787009999995, 0.03413075995833254, 0.03442525563877389, 0.034786440322421265, 0.03604938165529015, 0.03759952691370497, 0.03864370211178208, 0.03978138943488313, 0.04175913154669452, 0.043008156554776286, 0.04381431163844319, 0.04449750994532435, 0.04515666610202098, 0.04575973748857673, 0.04632996062516513, 0.046891563765713656, 0.04737615458249806, 0.04786480340563372, 0.04841983783251968, 0.048975577077392425, 0.049531873090158995, 0.05003216581416611, 0.05072739767212101, 0.051403328960440094, 0.05212182079377836, 0.05282923517367246, 0.053611213370425244, 0.05438936588768164, 0.05516048782109354, 0.05597679263682032, 0.05686254556508674, 0.05773774435451168, 0.058828917226047134, 0.05986430845315317, 0.06090882391224753, 0.06200940300038556, 0.06304615778437493, 0.06408511191616129, 0.06519688515262129, 0.06625446271985368, 0.06729580880277405, 0.068284390276015, 0.06928303404303879, 0.07029913000469817, 0.07132119425637586, 0.07233773490736067, 0.07347570984484693, 0.07453480109793244, 0.07545920064017886, 0.07640531123646327, 0.07729935005549331, 0.07807477350710954, 0.07871009831685781, 0.07923594278914588, 0.07973095291006123, 0.08018018062149904, 0.08061272821649758, 0.08099157368728109, 0.08132195840785522, 0.08165338394264827, 0.08194521020402229, 0.0822095516257633, 0.08246080189909698, 0.08268591553056072, 0.08291791306942846, 0.08315808802033592, 0.08339677548649667, 0.08365325388783507, 0.08394411277557463, 0.08424236172506168, 0.08454243261234919, 0.08489388703330072, 0.08526018746941613, 0.08565875732011607, 0.0860575735485996, 0.0864633609099991, 0.08685204868194926, 0.08729550197862264, 0.08777859776074322, 0.08829526328026258, 0.08897436471874343, 0.08980078282621116, 0.09114191910455133, 0.0928378792713885, 0.09499421477942707, 0.09731156602721314, 0.09953725278388949, 0.10165117852825546, 0.10373707184781207, 0.10571632418841051, 0.10723717932979543, 0.10833583130830284, 0.10923524779637875, 0.11008141105587427, 0.11157292595358549, 0.11433524538095839, 0.11795194645552536, 0.1257097378050425, 0.13211887018593318, 0.13499194688308644, 0.15394282948835833]","[0.033844787009999995, 0.033844787009999995, 0.033844787009999995, 0.033844787009999995, 0.0347299482984, 0.036795324638, 0.038860700977600006, 0.04092607731720001, 0.0421612682984, 0.043258095053199996, 0.044354921808, 0.0453989187964, 0.0463108413688, 0.0472227639412, 0.04813468651359999, 0.048994277186, 0.0498329350984, 0.05067159301080001, 0.05156538519559999, 0.0527899830148, 0.054014580834, 0.0552391786532, 0.056547648781200006, 0.05791902314080001, 0.05929039750040001, 0.060661771860000005, 0.062063532329200005, 0.06346529279840002, 0.06486705326760003, 0.0661652309284, 0.06732529817800001, 0.06848536542760002, 0.06964543267720001, 0.07047522885640001, 0.07124997985720002, 0.072024730858, 0.07274588811079999, 0.0733330609936, 0.07392023387640001, 0.07450740675919999, 0.07512353453400002, 0.07575124426560001, 0.0763789539972, 0.0770041075652, 0.07761392415160001, 0.07822374073800002, 0.0788335573244, 0.0793966113492, 0.07992459345280001, 0.08045257555640001, 0.08098055766000001, 0.0813835535232, 0.0817865493864, 0.0821895452496, 0.0825944125224, 0.083001775008, 0.08340913749360002, 0.0838164999792, 0.0843176708856, 0.08483447652880001, 0.085351282172, 0.0859478289168, 0.0867437284156, 0.0875396279144, 0.0883355274132, 0.08945873972200002, 0.09071287715480003, 0.09196701458760004, 0.09327465797200003, 0.09490333706600003, 0.09653201616000004, 0.09816069525400002, 0.09969152916720003, 0.10114897919480004, 0.10260642922240004, 0.10406387925000003, 0.10524084472080002, 0.10641781019160004, 0.10759477566240004, 0.10888035062880004, 0.11031073825600003, 0.11174112588320005, 0.11317151351040004, 0.11513133524800007, 0.11717939600400006, 0.11922745676000006, 0.12125897408400005, 0.12324913282800005, 0.12523929157200006, 0.12722945031600005, 0.12897194092000003, 0.13061536426800008, 0.13225878761600005, 0.1339765304880001, 0.13614019050400009, 0.13830385052000008, 0.14046751053600007, 0.1437104058800001, 0.14776272772000013, 0.1518150495600001, 0.15586737140000004]","[0.0, 0.01, 0.02, 0.03, 0.04, 0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2, 0.21, 0.22, 0.23, 0.24, 0.25, 0.26, 0.27, 0.28, 0.29, 0.3, 0.31, 0.32, 0.33, 0.34, 0.35000000000000003, 0.36, 0.37, 0.38, 0.39, 0.4, 0.41000000000000003, 0.42, 0.43, 0.44, 0.45, 0.46, 0.47000000000000003, 0.48, 0.49, 0.5, 0.51, 0.52, 0.53, 0.54, 0.55, 0.56, 0.5700000000000001, 0.58, 0.59, 0.6, 0.61, 0.62, 0.63, 0.64, 0.65, 0.66, 0.67, 0.68, 0.6900000000000001, 0.7000000000000001, 0.71, 0.72, 0.73, 0.74, 0.75, 0.76, 0.77, 0.78, 0.79, 0.8, 0.81, 0.8200000000000001, 0.8300000000000001, 0.84, 0.85, 0.86, 0.87, 0.88, 0.89, 0.9, 0.91, 0.92, 0.93, 0.9400000000000001, 0.9500000000000001, 0.96, 0.97, 0.98, 0.99, 1.0]",0.08549087025071428,0.0754887467821629,1998
"[0.04998904277, 0.05005854983805812, 0.05010927734260841, 0.05040374490742637, 0.05185259403862382, 0.05301291914581125, 0.053775286817839774, 0.05500649980995438, 0.057292599875807475, 0.05865025496684882, 0.059870013382813794, 0.061085306249242195, 0.06224641207039547, 0.06328460714345681, 0.06430861018800306, 0.06535200325100893, 0.0664192320302212, 0.06747611447979346, 0.06852651493060485, 0.0695762201327982, 0.0705772373916013, 0.07150669730420856, 0.07241168658141486, 0.07327528015855225, 0.07411690776737771, 0.07492637546035263, 0.07574596467540816, 0.07654869244204726, 0.07735641399061374, 0.07816707452831288, 0.07900832457927305, 0.07989033673939074, 0.08082176560266946, 0.08176730584093037, 0.08274583492871597, 0.08376966386992968, 0.08484145142712313, 0.08595683314095154, 0.08711505962282595, 0.08818079611592287, 0.08929520555628198, 0.09040658675351614, 0.09151918413057566, 0.0925712599629592, 0.09362252953479247, 0.09473099907537767, 0.09580230234642394, 0.09683175690435941, 0.09774906450550523, 0.09865914745392292, 0.09953263820742765, 0.1002983719563127, 0.10101520805855184, 0.10169410942999547, 0.10230856921810093, 0.10288922858842223, 0.10343044198361306, 0.1038992570595507, 0.10433490299560154, 0.10473611770075167, 0.10514165303182689, 0.10554955325070346, 0.10597946031912722, 0.10642847182439229, 0.10683672409410101, 0.10725717302398279, 0.10768196815273379, 0.10805854824177223, 0.10844468121828366, 0.10882363354956855, 0.10915245665138334, 0.1094650569057685, 0.10979836201262501, 0.11012146249256531, 0.11047285555721607, 0.11087777177441199, 0.1113370764965541, 0.11182313990543405, 0.11251024336589224, 0.11328538669645419, 0.11428439030466112, 0.11541070566114735, 0.11675428757518293, 0.11830045571992534, 0.12000592697775692, 0.12205403130534444, 0.12412141173951444, 0.12652138492196738, 0.12947666703103572, 0.13302278127657421, 0.1366130040757387, 0.138846918962603, 0.14056089777215203, 0.1420058428187816, 0.14396282140405792, 0.14674705833272095, 0.15025851193150425, 0.15676410417970824, 0.16317352518669792, 0.16726125145615456, 0.20111702876939128]","[0.04998904277, 0.04998904277, 0.04998904277, 0.04998904277, 0.0510992770892, 0.053689823834, 0.0562803705788, 0.058870917323599996, 0.060113221967599995, 0.061130819594800004, 0.062148417222, 0.0632688346908, 0.0646463017636, 0.0660237688364, 0.0674012359092, 0.068966532716, 0.0706069614164, 0.07224739011680001, 0.07385371115159999, 0.0752553861928, 0.07665706123400001, 0.07805873627519999, 0.0792764806092, 0.0803562769128, 0.08143607321639999, 0.08251586952, 0.0833347892328, 0.08415370894560002, 0.08497262865840002, 0.08577254188680002, 0.08654711313600001, 0.08732168438520001, 0.08809625563439999, 0.08896653254760001, 0.08985276040479999, 0.09073898826200001, 0.09165919074640001, 0.09266432979880003, 0.09366946885120002, 0.09467460790360002, 0.09579386420200002, 0.09695876739880001, 0.09812367059560002, 0.09927263281920003, 0.10032594920360002, 0.101379265588, 0.10243258197240002, 0.10330319389120002, 0.10403677746079999, 0.1047703610304, 0.10550394460000001, 0.106091808548, 0.106679672496, 0.107267536444, 0.10783471971200001, 0.10837432874000001, 0.10891393776800001, 0.10945354679600001, 0.11004876922399999, 0.11065326055200002, 0.11125775188000003, 0.11194918272800002, 0.11285796237600002, 0.11376674202400001, 0.114675521672, 0.11587698382000002, 0.11719551896800004, 0.11851405411600002, 0.11987570437200004, 0.12149604527600005, 0.12311638618000004, 0.12473672708400002, 0.12652386981200003, 0.12843611390800003, 0.13034835800400002, 0.13226060210000007, 0.13417062478800004, 0.13608064747600007, 0.13799067016400005, 0.14009694147600005, 0.1424648776200001, 0.1448328137640001, 0.14720074990800006, 0.15019642830000013, 0.15329673040000008, 0.1563970325000001, 0.1593660619120001, 0.1620069096040001, 0.16464775729600006, 0.16728860498800008, 0.16939162040000008, 0.17127950290000007, 0.17316738540000007, 0.17514472200400008, 0.1776587832320001, 0.1801728444600001, 0.18268690568800008, 0.18686677458000017, 0.19229599922000018, 0.19772522386000016, 0.2031544485]","[0.0, 0.01, 0.02, 0.03, 0.04, 0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2, 0.21, 0.22, 0.23, 0.24, 0.25, 0.26, 0.27, 0.28, 0.29, 0.3, 0.31, 0.32, 0.33, 0.34, 0.35000000000000003, 0.36, 0.37, 0.38, 0.39, 0.4, 0.41000000000000003, 0.42, 0.43, 0.44, 0.45, 0.46, 0.47000000000000003, 0.48, 0.49, 0.5, 0.51, 0.52, 0.53, 0.54, 0.55, 0.56, 0.5700000000000001, 0.58, 0.59, 0.6, 0.61, 0.62, 0.63, 0.64, 0.65, 0.66, 0.67, 0.68, 0.6900000000000001, 0.7000000000000001, 0.71, 0.72, 0.73, 0.74, 0.75, 0.76, 0.77, 0.78, 0.79, 0.8, 0.81, 0.8200000000000001, 0.8300000000000001, 0.84, 0.85, 0.86, 0.87, 0.88, 0.89, 0.9, 0.91, 0.92, 0.93, 0.9400000000000001, 0.9500000000000001, 0.96, 0.97, 0.98, 0.99, 1.0]",0.11208197395928571,0.09903185397191411,1999
"[0.060577911969999995, 0.06066112314648507, 0.0607035257987685, 0.06157877298434023, 0.06378285091142628, 0.06560632173334459, 0.06649222929561192, 0.06830095756791282, 0.07078856891712157, 0.07203051481771378, 0.07331656626393385, 0.07484832044961308, 0.07648485513678639, 0.0777979985254806, 0.07901253196956409, 0.0805036058497681, 0.08178360567955562, 0.08297873427443274, 0.08423184322860208, 0.08563036891969526, 0.08692792433252543, 0.08816724681364076, 0.08950386900144398, 0.09104586645731898, 0.09250666823155441, 0.09387067747797058, 0.09554956619248839, 0.09747119326567494, 0.0992580302043574, 0.1011465826036505, 0.10285189388146052, 0.1047303050602444, 0.10641095122797897, 0.10808115041503052, 0.10974214202065094, 0.11145554549226375, 0.11277246015026796, 0.11420830665619175, 0.11557610392973774, 0.11694568458542554, 0.11809837716435749, 0.11919078346691561, 0.12028269114749486, 0.12132964836524021, 0.12227261879336307, 0.12312017499956598, 0.12395032347520527, 0.12475029247014792, 0.1255027519139062, 0.12622102562245918, 0.12691838205282072, 0.12750957118571243, 0.12812330550948062, 0.12865737185072648, 0.1291848373798245, 0.12968216400532698, 0.13015305124091595, 0.13062659033628188, 0.13106766173257248, 0.13148473764245405, 0.13188167984730323, 0.13227095395841912, 0.1326467738226009, 0.13303861648432871, 0.13341985146187363, 0.1338127784637436, 0.13420411903574558, 0.13458921533562757, 0.13499589008177157, 0.13545977078644375, 0.13590054623497883, 0.13643796790658377, 0.1370157646675757, 0.13764384937065882, 0.13830604400339616, 0.13896719264463547, 0.13965633870357316, 0.14040048452331533, 0.14113345987690046, 0.14190383607528181, 0.14279793472061186, 0.1438003873122971, 0.14500895589232043, 0.14664291349211322, 0.1488743867005317, 0.15173981895489028, 0.15499736764047684, 0.15873212298462455, 0.16253427059980927, 0.16636350199088717, 0.16971027226881244, 0.1723491634904444, 0.1742713791769061, 0.17577895388444537, 0.17718396817322024, 0.17857444794353478, 0.17990365790859203, 0.18164294018317564, 0.18585066702326483, 0.18892355077533723, 0.24420006804408423]","[0.060577911969999995, 0.060577911969999995, 0.060577911969999995, 0.060577911969999995, 0.061872127097200004, 0.064891962394, 0.0679117976908, 0.0709316329876, 0.07304925648279999, 0.07501651134439999, 0.076983766206, 0.0789298685572, 0.0808230896324, 0.08271631070760001, 0.08460953178280001, 0.08635670138, 0.088045450386, 0.089734199392, 0.0914932753584, 0.0936743130872, 0.095855350816, 0.09803638854480001, 0.10007661261279999, 0.1020112264352, 0.10394584025760002, 0.10588045407999996, 0.1063807452896, 0.10688103649920001, 0.1073813277088, 0.10798672677199998, 0.10873226964, 0.10947781250800001, 0.11022335537600002, 0.11170707171600001, 0.11331381696800001, 0.11492056222000002, 0.11656908563200001, 0.11832205444400003, 0.12007502325600003, 0.12182799206800003, 0.12322553950000002, 0.12448091838, 0.12573629726000002, 0.126947680508, 0.12789508996399998, 0.12884249942000003, 0.12978990887600003, 0.13061003209199998, 0.13133469062800004, 0.13205934916399997, 0.1327840077, 0.133414185136, 0.134044362572, 0.134674540008, 0.135282244036, 0.13585998352, 0.13643772300400003, 0.13701546248800003, 0.13760700182800004, 0.138200841144, 0.13879468046, 0.13949935176000003, 0.14048110302, 0.14146285428, 0.14244460554000002, 0.14407508750000003, 0.14596506174000007, 0.14785503598000002, 0.14984034841600008, 0.15239769002800005, 0.15495503164000007, 0.15751237325200004, 0.16011874843200005, 0.16276189878800004, 0.16540504914400003, 0.16804819950000008, 0.17011640572400002, 0.17218461194800005, 0.17425281817200008, 0.17607966129200006, 0.17758468694000004, 0.17908971258800005, 0.18059473823600003, 0.1825861488440001, 0.18465862361200008, 0.18673109838000002, 0.1892084931640001, 0.1926981879880001, 0.19618788281200011, 0.1996775776360001, 0.20293871450000012, 0.20610842818000008, 0.20927814186000013, 0.21239356084000008, 0.2151832116200001, 0.2179728624000001, 0.22076251318000012, 0.2259386771440002, 0.2329047259960002, 0.23987077484800023, 0.24683682369999999]","[0.0, 0.01, 0.02, 0.03, 0.04, 0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2, 0.21, 0.22, 0.23, 0.24, 0.25, 0.26, 0.27, 0.28, 0.29, 0.3, 0.31, 0.32, 0.33, 0.34, 0.35000000000000003, 0.36, 0.37, 0.38, 0.39, 0.4, 0.41000000000000003, 0.42, 0.43, 0.44, 0.45, 0.46, 0.47000000000000003, 0.48, 0.49, 0.5, 0.51, 0.52, 0.53, 0.54, 0.55, 0.56, 0.5700000000000001, 0.58, 0.59, 0.6, 0.61, 0.62, 0.63, 0.64, 0.65, 0.66, 0.67, 0.68, 0.6900000000000001, 0.7000000000000001, 0.71, 0.72, 0.73, 0.74, 0.75, 0.76, 0.77, 0.78, 0.79, 0.8, 0.81, 0.8200000000000001, 0.8300000000000001, 0.84, 0.85, 0.86, 0.87, 0.88, 0.89, 0.9, 0.91, 0.92, 0.93, 0.9400000000000001, 0.9500000000000001, 0.96, 0.97, 0.98, 0.99, 1.0]",0.1390653087307143,0.1236429372266478,2000
