"Q05" "mean" "Q95"
"1936" -0.992 -0.701 -0.41
"1937" -0.977 -0.688 -0.4
"1938" -0.965 -0.679 -0.394
"1939" -0.955 -0.672 -0.389
"1940" -0.949 -0.668 -0.387
"1941" -0.945 -0.666 -0.388
"1942" -0.943 -0.666 -0.39
"1943" -0.942 -0.668 -0.394
"1944" -0.939 -0.667 -0.396
"1945" -0.932 -0.662 -0.393
"1946" -0.922 -0.656 -0.389
"1947" -0.908 -0.644 -0.38
"1948" -0.894 -0.633 -0.372
"1949" -0.884 -0.625 -0.367
"1950" -0.878 -0.622 -0.366
"1951" -0.878 -0.624 -0.37
"1952" -0.876 -0.624 -0.373
"1953" -0.874 -0.625 -0.376
"1954" -0.871 -0.624 -0.377
"1955" -0.864 -0.62 -0.375
"1956" -0.849 -0.607 -0.366
"1957" -0.828 -0.59 -0.352
"1958" -0.81 -0.575 -0.34
"1959" -0.797 -0.565 -0.333
"1960" -0.788 -0.558 -0.329
"1961" -0.784 -0.557 -0.331
"1962" -0.809 -0.583 -0.357
"1963" -0.932 -0.694 -0.457
"1964" -1.019 -0.769 -0.52
"1965" -1.035 -0.783 -0.531
"1966" -0.972 -0.732 -0.491
"1967" -0.951 -0.715 -0.479
"1968" -0.917 -0.687 -0.457
"1969" -0.875 -0.652 -0.43
"1970" -0.839 -0.623 -0.406
"1971" -0.83 -0.617 -0.403
"1972" -0.807 -0.598 -0.389
"1973" -0.77 -0.567 -0.365
"1974" -0.748 -0.55 -0.352
"1975" -0.779 -0.578 -0.377
"1976" -0.759 -0.562 -0.366
"1977" -0.72 -0.53 -0.341
"1978" -0.675 -0.494 -0.312
"1979" -0.632 -0.458 -0.284
"1980" -0.602 -0.434 -0.266
"1981" -0.58 -0.417 -0.253
"1982" -0.6 -0.436 -0.273
"1983" -0.691 -0.515 -0.339
"1984" -0.696 -0.52 -0.345
"1985" -0.66 -0.493 -0.325
"1986" -0.625 -0.466 -0.306
"1987" -0.581 -0.43 -0.28
"1988" -0.526 -0.387 -0.248
"1989" -0.463 -0.336 -0.209
"1990" -0.412 -0.295 -0.178
"1991" -0.449 -0.33 -0.21
"1992" -0.677 -0.51 -0.343
"1993" -0.728 -0.549 -0.369
"1994" -0.641 -0.483 -0.324
"1995" -0.539 -0.405 -0.271
"1996" -0.444 -0.333 -0.222
"1997" -0.358 -0.267 -0.177
"1998" -0.279 -0.206 -0.134
"1999" -0.206 -0.15 -0.093
"2000" -0.141 -0.098 -0.055
"2001" -0.087 -0.055 -0.022
"2002" -0.04 -0.015 0.011
"2003" -0.008 0.013 0.034
"2004" 0.018 0.037 0.057
"2005" 0.035 0.056 0.076
"2006" 0.047 0.071 0.094
"2007" 0.057 0.086 0.115
"2008" 0.068 0.105 0.142
"2009" 0.077 0.122 0.167
"2010" 0.092 0.148 0.204
"2011" 0.107 0.174 0.24
"2012" 0.127 0.206 0.284
"2013" 0.149 0.24 0.331
"2014" 0.168 0.271 0.374
"2015" 0.19 0.305 0.421
"2016" 0.206 0.333 0.46
"2017" 0.222 0.36 0.498
"2018" 0.237 0.386 0.536
"2019" 0.252 0.413 0.573
"2020" 0.268 0.44 0.612
"2021" 0.287 0.472 0.656
"2022" 0.309 0.507 0.705
"2023" 0.332 0.543 0.754
"2024" 0.354 0.578 0.803
"2025" 0.373 0.609 0.846
"2026" 0.389 0.637 0.885
"2027" 0.402 0.662 0.921
"2028" 0.415 0.686 0.957
"2029" 0.428 0.709 0.991
"2030" 0.44 0.733 1.025
"2031" 0.453 0.756 1.06
"2032" 0.466 0.781 1.096
"2033" 0.483 0.809 1.135
"2034" 0.503 0.842 1.18
"2035" 0.522 0.873 1.225
"2036" 0.543 0.906 1.27
"2037" 0.561 0.936 1.312
"2038" 0.578 0.965 1.353
"2039" 0.593 0.991 1.39
"2040" 0.606 1.015 1.425
"2041" 0.617 1.037 1.458
"2042" 0.629 1.06 1.491
"2043" 0.642 1.084 1.526
"2044" 0.657 1.111 1.564
"2045" 0.676 1.141 1.606
"2046" 0.697 1.174 1.651
"2047" 0.719 1.208 1.697
"2048" 0.739 1.241 1.742
"2049" 0.756 1.269 1.782
"2050" 0.77 1.293 1.817
"2051" 0.782 1.316 1.849
"2052" 0.793 1.337 1.881
"2053" 0.804 1.358 1.912
"2054" 0.816 1.38 1.945
"2055" 0.831 1.406 1.981
"2056" 0.848 1.434 2.02
"2057" 0.865 1.461 2.058
"2058" 0.881 1.488 2.096
"2059" 0.897 1.515 2.133
"2060" 0.91 1.539 2.167
"2061" 0.922 1.56 2.198
"2062" 0.932 1.58 2.228
"2063" 0.942 1.6 2.257
"2064" 0.953 1.62 2.287
"2065" 0.965 1.642 2.319
"2066" 0.979 1.667 2.354
"2067" 0.996 1.694 2.392
"2068" 1.013 1.721 2.43
"2069" 1.028 1.747 2.465
"2070" 1.041 1.769 2.498
"2071" 1.051 1.789 2.527
"2072" 1.06 1.807 2.554
"2073" 1.069 1.825 2.582
"2074" 1.077 1.842 2.608
"2075" 1.085 1.86 2.634
"2076" 1.093 1.877 2.661
"2077" 1.102 1.895 2.689
"2078" 1.113 1.916 2.719
"2079" 1.126 1.939 2.752
"2080" 1.14 1.962 2.785
"2081" 1.152 1.985 2.817
"2082" 1.164 2.006 2.848
"2083" 1.174 2.025 2.877
"2084" 1.183 2.044 2.905
"2085" 1.19 2.06 2.929
"2086" 1.196 2.075 2.953
"2087" 1.202 2.09 2.978
"2088" 1.21 2.107 3.004
"2089" 1.219 2.125 3.032
"2090" 1.231 2.147 3.064
"2091" 1.244 2.171 3.097
"2092" 1.259 2.196 3.132
"2093" 1.271 2.218 3.164
"2094" 1.281 2.237 3.193
"2095" 1.288 2.253 3.218
"2096" 1.293 2.267 3.242
"2097" 1.298 2.282 3.266
"2098" 1.304 2.297 3.289
"2099" 1.311 2.313 3.315
"2100" 1.32 2.332 3.345
