"Q05" "mean" "Q95"
"1918" -0.836 -0.732 -0.629
"1919" -0.822 -0.719 -0.616
"1920" -0.814 -0.711 -0.609
"1921" -0.808 -0.706 -0.604
"1922" -0.816 -0.714 -0.613
"1923" -0.818 -0.717 -0.615
"1924" -0.809 -0.708 -0.607
"1925" -0.8 -0.699 -0.599
"1926" -0.789 -0.689 -0.589
"1927" -0.778 -0.678 -0.578
"1928" -0.773 -0.673 -0.573
"1929" -0.786 -0.687 -0.588
"1930" -0.775 -0.677 -0.578
"1931" -0.767 -0.669 -0.571
"1932" -0.779 -0.68 -0.582
"1933" -0.774 -0.677 -0.579
"1934" -0.765 -0.668 -0.57
"1935" -0.755 -0.658 -0.561
"1936" -0.741 -0.644 -0.548
"1937" -0.729 -0.633 -0.536
"1938" -0.72 -0.624 -0.528
"1939" -0.712 -0.616 -0.521
"1940" -0.707 -0.611 -0.516
"1941" -0.703 -0.608 -0.513
"1942" -0.701 -0.606 -0.511
"1943" -0.7 -0.605 -0.511
"1944" -0.698 -0.603 -0.509
"1945" -0.692 -0.597 -0.503
"1946" -0.684 -0.59 -0.497
"1947" -0.674 -0.58 -0.486
"1948" -0.663 -0.57 -0.476
"1949" -0.655 -0.562 -0.468
"1950" -0.651 -0.558 -0.464
"1951" -0.65 -0.557 -0.464
"1952" -0.648 -0.556 -0.463
"1953" -0.647 -0.554 -0.462
"1954" -0.644 -0.552 -0.46
"1955" -0.638 -0.546 -0.454
"1956" -0.627 -0.535 -0.444
"1957" -0.612 -0.521 -0.429
"1958" -0.599 -0.507 -0.415
"1959" -0.589 -0.498 -0.406
"1960" -0.582 -0.491 -0.4
"1961" -0.579 -0.489 -0.398
"1962" -0.596 -0.506 -0.417
"1963" -0.681 -0.589 -0.497
"1964" -0.741 -0.644 -0.547
"1965" -0.751 -0.653 -0.555
"1966" -0.706 -0.612 -0.518
"1967" -0.69 -0.598 -0.506
"1968" -0.665 -0.575 -0.485
"1969" -0.635 -0.547 -0.459
"1970" -0.609 -0.523 -0.437
"1971" -0.602 -0.517 -0.432
"1972" -0.585 -0.501 -0.417
"1973" -0.558 -0.476 -0.394
"1974" -0.542 -0.462 -0.381
"1975" -0.562 -0.481 -0.401
"1976" -0.547 -0.468 -0.389
"1977" -0.519 -0.442 -0.365
"1978" -0.488 -0.413 -0.338
"1979" -0.458 -0.385 -0.311
"1980" -0.437 -0.365 -0.293
"1981" -0.42 -0.35 -0.281
"1982" -0.432 -0.364 -0.296
"1983" -0.493 -0.422 -0.351
"1984" -0.495 -0.425 -0.354
"1985" -0.47 -0.402 -0.335
"1986" -0.445 -0.38 -0.316
"1987" -0.414 -0.352 -0.291
"1988" -0.375 -0.318 -0.26
"1989" -0.332 -0.279 -0.225
"1990" -0.297 -0.246 -0.195
"1991" -0.321 -0.271 -0.221
"1992" -0.477 -0.406 -0.336
"1993" -0.512 -0.434 -0.355
"1994" -0.451 -0.383 -0.314
"1995" -0.379 -0.322 -0.266
"1996" -0.313 -0.266 -0.22
"1997" -0.253 -0.215 -0.177
"1998" -0.198 -0.167 -0.137
"1999" -0.148 -0.123 -0.099
"2000" -0.103 -0.083 -0.062
"2001" -0.066 -0.048 -0.03
"2002" -0.033 -0.016 0
"2003" -0.009 0.006 0.021
"2004" 0.013 0.026 0.039
"2005" 0.031 0.042 0.053
"2006" 0.045 0.055 0.065
"2007" 0.057 0.069 0.08
"2008" 0.07 0.085 0.1
"2009" 0.081 0.1 0.119
"2010" 0.098 0.122 0.146
"2011" 0.114 0.143 0.173
"2012" 0.135 0.17 0.205
"2013" 0.158 0.199 0.239
"2014" 0.179 0.225 0.271
"2015" 0.201 0.253 0.306
"2016" 0.22 0.278 0.336
"2017" 0.237 0.301 0.365
"2018" 0.254 0.324 0.395
"2019" 0.272 0.348 0.424
"2020" 0.29 0.373 0.455
"2021" 0.311 0.401 0.49
"2022" 0.336 0.432 0.527
"2023" 0.361 0.464 0.566
"2024" 0.385 0.495 0.605
"2025" 0.407 0.524 0.64
"2026" 0.427 0.55 0.673
"2027" 0.444 0.574 0.704
"2028" 0.462 0.598 0.735
"2029" 0.478 0.622 0.766
"2030" 0.496 0.646 0.797
"2031" 0.513 0.671 0.829
"2032" 0.532 0.697 0.862
"2033" 0.553 0.726 0.898
"2034" 0.578 0.758 0.938
"2035" 0.603 0.791 0.978
"2036" 0.629 0.824 1.019
"2037" 0.653 0.856 1.058
"2038" 0.677 0.887 1.097
"2039" 0.699 0.916 1.134
"2040" 0.719 0.944 1.17
"2041" 0.738 0.972 1.205
"2042" 0.759 1 1.24
"2043" 0.78 1.029 1.278
"2044" 0.804 1.06 1.317
"2045" 0.831 1.095 1.36
"2046" 0.859 1.132 1.405
"2047" 0.89 1.171 1.452
"2048" 0.919 1.209 1.498
"2049" 0.946 1.244 1.541
"2050" 0.97 1.276 1.582
"2051" 0.993 1.307 1.621
"2052" 1.015 1.338 1.661
"2053" 1.038 1.369 1.7
"2054" 1.062 1.402 1.741
"2055" 1.088 1.437 1.785
"2056" 1.117 1.475 1.832
"2057" 1.146 1.512 1.878
"2058" 1.175 1.55 1.925
"2059" 1.204 1.588 1.971
"2060" 1.231 1.623 2.016
"2061" 1.256 1.658 2.06
"2062" 1.281 1.692 2.103
"2063" 1.306 1.726 2.147
"2064" 1.332 1.761 2.191
"2065" 1.359 1.798 2.237
"2066" 1.388 1.837 2.286
"2067" 1.42 1.879 2.337
"2068" 1.453 1.92 2.388
"2069" 1.483 1.961 2.439
"2070" 1.512 2 2.488
"2071" 1.539 2.037 2.535
"2072" 1.566 2.074 2.582
"2073" 1.592 2.11 2.628
"2074" 1.618 2.147 2.675
"2075" 1.644 2.183 2.722
"2076" 1.671 2.22 2.769
"2077" 1.698 2.258 2.818
"2078" 1.728 2.298 2.869
"2079" 1.759 2.34 2.921
"2080" 1.79 2.383 2.975
"2081" 1.822 2.425 3.028
"2082" 1.852 2.466 3.08
"2083" 1.881 2.506 3.131
"2084" 1.909 2.546 3.182
"2085" 1.936 2.583 3.231
"2086" 1.962 2.621 3.28
"2087" 1.988 2.659 3.329
"2088" 2.015 2.697 3.379
"2089" 2.044 2.738 3.431
"2090" 2.076 2.781 3.486
"2091" 2.108 2.825 3.541
"2092" 2.142 2.87 3.599
"2093" 2.174 2.914 3.654
"2094" 2.203 2.954 3.706
"2095" 2.23 2.994 3.757
"2096" 2.256 3.031 3.807
"2097" 2.282 3.069 3.856
"2098" 2.307 3.107 3.906
"2099" 2.335 3.146 3.957
"2100" 2.364 3.187 4.01
