"Q05" "mean" "Q95"
"1955" -0.644 -0.553 -0.462
"1956" -0.632 -0.542 -0.451
"1957" -0.616 -0.526 -0.436
"1958" -0.602 -0.512 -0.423
"1959" -0.592 -0.503 -0.414
"1960" -0.585 -0.496 -0.407
"1961" -0.582 -0.494 -0.406
"1962" -0.599 -0.512 -0.425
"1963" -0.688 -0.598 -0.509
"1964" -0.75 -0.656 -0.561
"1965" -0.761 -0.665 -0.569
"1966" -0.714 -0.623 -0.532
"1967" -0.698 -0.608 -0.518
"1968" -0.672 -0.584 -0.497
"1969" -0.641 -0.556 -0.47
"1970" -0.613 -0.53 -0.447
"1971" -0.607 -0.524 -0.442
"1972" -0.589 -0.508 -0.427
"1973" -0.561 -0.482 -0.403
"1974" -0.545 -0.467 -0.389
"1975" -0.566 -0.488 -0.41
"1976" -0.551 -0.474 -0.397
"1977" -0.522 -0.447 -0.373
"1978" -0.49 -0.417 -0.344
"1979" -0.459 -0.388 -0.317
"1980" -0.437 -0.367 -0.298
"1981" -0.42 -0.352 -0.284
"1982" -0.433 -0.367 -0.3
"1983" -0.497 -0.428 -0.358
"1984" -0.5 -0.431 -0.361
"1985" -0.474 -0.407 -0.341
"1986" -0.449 -0.385 -0.321
"1987" -0.417 -0.356 -0.295
"1988" -0.377 -0.32 -0.263
"1989" -0.333 -0.28 -0.226
"1990" -0.297 -0.246 -0.195
"1991" -0.322 -0.272 -0.223
"1992" -0.485 -0.414 -0.343
"1993" -0.522 -0.443 -0.364
"1994" -0.459 -0.39 -0.322
"1995" -0.385 -0.328 -0.271
"1996" -0.317 -0.27 -0.223
"1997" -0.255 -0.217 -0.179
"1998" -0.199 -0.168 -0.137
"1999" -0.148 -0.123 -0.098
"2000" -0.102 -0.081 -0.06
"2001" -0.064 -0.046 -0.028
"2002" -0.03 -0.014 0.003
"2003" -0.006 0.009 0.023
"2004" 0.016 0.029 0.042
"2005" 0.033 0.044 0.055
"2006" 0.047 0.057 0.067
"2007" 0.058 0.07 0.082
"2008" 0.071 0.086 0.101
"2009" 0.08 0.1 0.119
"2010" 0.097 0.121 0.146
"2011" 0.113 0.142 0.172
"2012" 0.133 0.169 0.204
"2013" 0.156 0.197 0.238
"2014" 0.175 0.222 0.269
"2015" 0.197 0.25 0.302
"2016" 0.214 0.273 0.331
"2017" 0.231 0.295 0.359
"2018" 0.246 0.317 0.387
"2019" 0.262 0.339 0.415
"2020" 0.279 0.361 0.444
"2021" 0.298 0.388 0.477
"2022" 0.321 0.417 0.512
"2023" 0.344 0.446 0.549
"2024" 0.366 0.475 0.585
"2025" 0.386 0.501 0.617
"2026" 0.402 0.524 0.647
"2027" 0.416 0.545 0.674
"2028" 0.43 0.566 0.701
"2029" 0.443 0.586 0.728
"2030" 0.456 0.605 0.755
"2031" 0.469 0.626 0.782
"2032" 0.483 0.647 0.81
"2033" 0.5 0.67 0.841
"2034" 0.52 0.698 0.875
"2035" 0.54 0.725 0.909
"2036" 0.56 0.752 0.944
"2037" 0.578 0.777 0.977
"2038" 0.596 0.802 1.009
"2039" 0.61 0.825 1.039
"2040" 0.624 0.845 1.067
"2041" 0.635 0.864 1.094
"2042" 0.648 0.884 1.121
"2043" 0.661 0.905 1.149
"2044" 0.676 0.928 1.18
"2045" 0.694 0.954 1.213
"2046" 0.714 0.981 1.248
"2047" 0.736 1.01 1.285
"2048" 0.756 1.038 1.32
"2049" 0.773 1.063 1.353
"2050" 0.786 1.084 1.381
"2051" 0.798 1.103 1.409
"2052" 0.809 1.122 1.435
"2053" 0.82 1.141 1.462
"2054" 0.831 1.16 1.489
"2055" 0.846 1.182 1.519
"2056" 0.862 1.207 1.551
"2057" 0.878 1.23 1.582
"2058" 0.894 1.254 1.614
"2059" 0.909 1.277 1.644
"2060" 0.922 1.297 1.673
"2061" 0.933 1.316 1.7
"2062" 0.943 1.334 1.725
"2063" 0.952 1.352 1.751
"2064" 0.963 1.37 1.777
"2065" 0.974 1.389 1.804
"2066" 0.988 1.41 1.833
"2067" 1.003 1.434 1.865
"2068" 1.019 1.458 1.896
"2069" 1.033 1.48 1.926
"2070" 1.045 1.499 1.954
"2071" 1.054 1.517 1.979
"2072" 1.063 1.533 2.004
"2073" 1.071 1.549 2.028
"2074" 1.078 1.565 2.052
"2075" 1.086 1.581 2.075
"2076" 1.093 1.596 2.099
"2077" 1.102 1.613 2.124
"2078" 1.112 1.631 2.15
"2079" 1.124 1.651 2.178
"2080" 1.136 1.671 2.206
"2081" 1.148 1.691 2.234
"2082" 1.159 1.71 2.261
"2083" 1.168 1.727 2.286
"2084" 1.176 1.743 2.311
"2085" 1.182 1.758 2.333
"2086" 1.188 1.771 2.355
"2087" 1.194 1.786 2.378
"2088" 1.2 1.801 2.401
"2089" 1.209 1.817 2.426
"2090" 1.22 1.836 2.453
"2091" 1.232 1.857 2.481
"2092" 1.246 1.878 2.511
"2093" 1.257 1.898 2.539
"2094" 1.265 1.914 2.563
"2095" 1.271 1.929 2.587
"2096" 1.276 1.942 2.608
"2097" 1.281 1.956 2.63
"2098" 1.286 1.969 2.652
"2099" 1.292 1.984 2.675
"2100" 1.301 2.001 2.7
