"filename","handle"
tas_mon_ACCESS-ESM1-5_historical_r4i1p1f1_native.nc,hdl:21.14100/e5954d30-e5fb-4d3e-926d-08a88355ee81
tas_mon_ACCESS-ESM1-5_historical_r5i1p1f1_native.nc,hdl:21.14100/b367c4e3-128f-431e-8310-78ba59dfdef8
tas_mon_ACCESS-ESM1-5_historical_r6i1p1f1_native.nc,hdl:21.14100/472da33c-8cf0-404a-a1a9-33c617795392
tas_mon_ACCESS-ESM1-5_historical_r7i1p1f1_native.nc,hdl:21.14100/8da8085d-295c-4f59-bc11-4a186f6e6778
tas_mon_ACCESS-ESM1-5_historical_r8i1p1f1_native.nc,hdl:21.14100/f14f4467-59f2-4199-9811-f9effe91ef70
tas_mon_ACCESS-ESM1-5_historical_r9i1p1f1_native.nc,hdl:21.14100/07b7c477-05a2-42dd-9574-0ca9d8750475
tas_mon_ACCESS-ESM1-5_ssp585_r10i1p1f1_native.nc,hdl:21.14100/48596ca3-78ec-42d6-a97c-9a1eff6e8bb1
tas_mon_ACCESS-ESM1-5_ssp585_r1i1p1f1_native.nc,hdl:21.14100/212ec2b1-0901-46c7-8537-5424c0ea1055
tas_mon_ACCESS-ESM1-5_ssp585_r2i1p1f1_native.nc,hdl:21.14100/757afa96-1975-4200-aa80-5e572b196747
tas_mon_ACCESS-ESM1-5_ssp585_r3i1p1f1_native.nc,hdl:21.14100/b168b0db-5a71-425a-b348-509de84fd812
tas_mon_ACCESS-ESM1-5_ssp585_r4i1p1f1_native.nc,hdl:21.14100/537180d9-92b2-4b38-aed9-e7efdc72a787
tas_mon_ACCESS-ESM1-5_ssp585_r5i1p1f1_native.nc,hdl:21.14100/97fb56c0-ee17-4635-94f1-9e02050137f8
tas_mon_ACCESS-ESM1-5_ssp585_r6i1p1f1_native.nc,hdl:21.14100/4bcf79f7-4765-4f17-ba79-2ef8152e39b9
tas_mon_ACCESS-ESM1-5_ssp585_r7i1p1f1_native.nc,hdl:21.14100/5b4a7cc4-694a-404f-9e8c-f090d622a27d
tas_mon_ACCESS-ESM1-5_ssp585_r8i1p1f1_native.nc,hdl:21.14100/1f789333-3737-4f48-b6ff-99e5cc52bdf3
tas_mon_ACCESS-ESM1-5_ssp585_r9i1p1f1_native.nc,hdl:21.14100/7899b190-dc19-4b79-a9ed-59a77c12e755
tas_mon_AWI-CM-1-1-MR_historical_r1i1p1f1_native.nc,hdl:21.14100/da3fa9d6-2dc3-4193-b973-c748e4a856fb
tas_mon_AWI-CM-1-1-MR_historical_r2i1p1f1_native.nc,hdl:21.14100/f550bade-46c7-4976-962a-c10808c81904
tas_mon_AWI-CM-1-1-MR_historical_r3i1p1f1_native.nc,hdl:21.14100/76189331-a354-4056-b872-2c5c4dae92d6
tas_mon_AWI-CM-1-1-MR_historical_r4i1p1f1_native.nc,hdl:21.14100/254d8356-59a3-4dd7-a7be-5fe6fdbfc4d0
tas_mon_AWI-CM-1-1-MR_historical_r5i1p1f1_native.nc,hdl:21.14100/59bb0d55-9798-4f51-b89b-31bcc3947277
tas_mon_AWI-CM-1-1-MR_ssp585_r1i1p1f1_native.nc,hdl:21.14100/dfdcc564-4517-4b55-b327-2c5234b340a3
tas_mon_BCC-CSM2-MR_historical_r1i1p1f1_native.nc,hdl:21.14100/007da5e5-12bb-4fe9-8df9-5cd473280650
tas_mon_BCC-CSM2-MR_historical_r2i1p1f1_native.nc,hdl:21.14100/c7864c96-9f0e-4380-b640-4b9c80699225
tas_mon_BCC-CSM2-MR_historical_r3i1p1f1_native.nc,hdl:21.14100/54ec9725-f5a0-4ac2-b828-844a72371e11
tas_mon_BCC-CSM2-MR_ssp585_r1i1p1f1_native.nc,hdl:21.14100/b4c1b72a-72b7-4ded-868b-b0f00c5b4738
tas_mon_CAMS-CSM1-0_historical_r1i1p1f1_native.nc,hdl:21.14100/9c0e170e-a3ad-48e7-a8a6-1a109ffe2df8
tas_mon_CAMS-CSM1-0_historical_r2i1p1f1_native.nc,hdl:21.14100/36d027b5-4765-4fa9-9ae4-57ef71a5100a
tas_mon_CAMS-CSM1-0_ssp585_r1i1p1f1_native.nc,hdl:21.14100/5e5c343a-17aa-4bd2-9ae8-7d1f7a0277a3
tas_mon_CAMS-CSM1-0_ssp585_r2i1p1f1_native.nc,hdl:21.14100/04280600-38a6-4940-b9f2-1ff4aca2a07d
tas_mon_CanESM5_historical_r10i1p2f1_native.nc,hdl:21.14100/5331349e-4bf3-4772-90ec-69491dac16c8
tas_mon_CanESM5_historical_r11i1p2f1_native.nc,hdl:21.14100/72c03726-1fcb-4019-afec-6e2fac39f968
tas_mon_CanESM5_historical_r12i1p2f1_native.nc,hdl:21.14100/f576a7fd-7f37-4755-8ae0-ddd94ab7bb54
tas_mon_CanESM5_historical_r13i1p2f1_native.nc,hdl:21.14100/85ee1014-98c3-4b1d-9760-3b1fc1dcb4a1
tas_mon_CanESM5_historical_r14i1p2f1_native.nc,hdl:21.14100/07bf8c80-8aad-4631-9723-3a15e1907451
tas_mon_CanESM5_historical_r15i1p2f1_native.nc,hdl:21.14100/85a7ded0-70ad-488c-8cfc-d6297cbfcf6b
tas_mon_CanESM5_historical_r16i1p2f1_native.nc,hdl:21.14100/7565189d-5393-473e-97ee-22f1be15ab6b
tas_mon_CanESM5_historical_r17i1p2f1_native.nc,hdl:21.14100/2659f45f-8aea-4f8d-adff-fe74e72332e7
tas_mon_CanESM5_historical_r18i1p2f1_native.nc,hdl:21.14100/bab70182-a45c-45e6-99ce-1d9cdf325fb0
tas_mon_CanESM5_historical_r19i1p2f1_native.nc,hdl:21.14100/79b820fa-976f-4bc6-8414-46db098a4d15
tas_mon_CanESM5_historical_r1i1p2f1_native.nc,hdl:21.14100/b337a53b-0203-43cc-9c98-bc1a090f3eab
tas_mon_CanESM5_historical_r20i1p2f1_native.nc,hdl:21.14100/33df14ed-a0e9-4095-ba83-af0bd03f7c73
tas_mon_CanESM5_historical_r21i1p2f1_native.nc,hdl:21.14100/43098891-073a-412b-9eeb-30267e9c6e5d
tas_mon_CanESM5_historical_r22i1p2f1_native.nc,hdl:21.14100/365e0059-6b01-4d61-b7d9-1592187fbdae
tas_mon_CanESM5_historical_r23i1p2f1_native.nc,hdl:21.14100/32b2e49b-1bec-4887-86ec-c891563fe6d8
tas_mon_CanESM5_historical_r24i1p2f1_native.nc,hdl:21.14100/2ec99f7f-5462-42ae-8e4f-eecfb4c23d68
tas_mon_CanESM5_historical_r25i1p2f1_native.nc,hdl:21.14100/89adaba5-2803-4585-a8ee-8c52f5116803
tas_mon_CanESM5_historical_r26i1p2f1_native.nc,hdl:21.14100/681e8844-81d0-4aaf-8af8-ce5a55d3bff3
tas_mon_CanESM5_historical_r27i1p2f1_native.nc,hdl:21.14100/d7eac7fe-c7cf-4b8c-817b-f2012b8be9d2
tas_mon_CanESM5_historical_r28i1p2f1_native.nc,hdl:21.14100/83728182-850e-4925-b105-3a1a4af9f1e1
tas_mon_CanESM5_historical_r29i1p2f1_native.nc,hdl:21.14100/7b55e908-0ab9-4868-a86d-b1f11b765937
tas_mon_CanESM5_historical_r2i1p2f1_native.nc,hdl:21.14100/e4509250-a6b4-416c-90f5-79699dbd1d52
tas_mon_CanESM5_historical_r30i1p2f1_native.nc,hdl:21.14100/db2ced2a-74ab-4b90-863c-9a23b5bc33f8
tas_mon_CanESM5_historical_r31i1p2f1_native.nc,hdl:21.14100/31ef704e-d8a2-47e3-9df4-5aa9d9840d5e
tas_mon_CanESM5_historical_r32i1p2f1_native.nc,hdl:21.14100/bbf1c0bd-6a45-4ad1-a85c-f0d9ed75e4a4
tas_mon_CanESM5_historical_r33i1p2f1_native.nc,hdl:21.14100/945ecf71-eef3-4b5a-884b-bd20e04c3b4c
tas_mon_CanESM5_historical_r34i1p2f1_native.nc,hdl:21.14100/3430f2ef-4bf9-46ed-9fc3-dabeea625b6a
tas_mon_CanESM5_historical_r35i1p2f1_native.nc,hdl:21.14100/4b9a79f3-8521-487d-93b3-de73bcd19cdd
tas_mon_CanESM5_historical_r36i1p2f1_native.nc,hdl:21.14100/c1dc690f-ad4f-48a4-b62b-3bd624f41a87
tas_mon_CanESM5_historical_r37i1p2f1_native.nc,hdl:21.14100/50688942-ebe1-4f22-a793-c42ac1880bab
tas_mon_CanESM5_historical_r38i1p2f1_native.nc,hdl:21.14100/d45a5cc0-f361-431b-8ff4-dc5d01e3f059
tas_mon_CanESM5_historical_r39i1p2f1_native.nc,hdl:21.14100/8d182b87-093e-4d51-a013-9fba31304e42
tas_mon_CanESM5_historical_r3i1p2f1_native.nc,hdl:21.14100/6d238efa-49d7-4a6d-97a4-4abe66af6b9d
tas_mon_CanESM5_historical_r40i1p2f1_native.nc,hdl:21.14100/6f618938-05e2-4409-b4ab-0b765e2a8489
tas_mon_CanESM5_historical_r4i1p2f1_native.nc,hdl:21.14100/6edaa5ec-96fa-4619-8876-97ffd222932b
tas_mon_CanESM5_historical_r5i1p2f1_native.nc,hdl:21.14100/fd8f1571-b812-4b68-9a83-32faf05061a4
tas_mon_CanESM5_historical_r6i1p2f1_native.nc,hdl:21.14100/28f10229-8e22-445f-9b43-6c810ff461df
tas_mon_CanESM5_historical_r7i1p2f1_native.nc,hdl:21.14100/c252697f-be9f-47f1-9d0f-fdf69fd5dee4
tas_mon_CanESM5_historical_r8i1p2f1_native.nc,hdl:21.14100/cea5e72d-5805-4eb4-b65d-717ca9bd67ce
tas_mon_CanESM5_historical_r9i1p2f1_native.nc,hdl:21.14100/4357f402-01e5-4b10-a7bf-abf4fc132a01
tas_mon_CanESM5_ssp585_r10i1p2f1_native.nc,hdl:21.14100/0345ab75-1e56-4941-9661-a21ffb54c2ff
tas_mon_CanESM5_ssp585_r11i1p2f1_native.nc,hdl:21.14100/b2267aaf-fe4e-4ff3-9b5c-5ca03f5872c2
tas_mon_CanESM5_ssp585_r12i1p2f1_native.nc,hdl:21.14100/1ca6f9d5-6dac-449a-b84c-788f0ec2f53d
tas_mon_CanESM5_ssp585_r13i1p2f1_native.nc,hdl:21.14100/1317c77f-6c07-4428-a620-45d30d257f07
tas_mon_CanESM5_ssp585_r14i1p2f1_native.nc,hdl:21.14100/6804b2b0-99e6-4edf-8054-768897c562b3
tas_mon_CanESM5_ssp585_r15i1p2f1_native.nc,hdl:21.14100/53f0695f-9d4f-4e4a-aa28-20baa555e323
tas_mon_CanESM5_ssp585_r16i1p2f1_native.nc,hdl:21.14100/49e6d112-5ce2-4bf8-a55e-dbb639496d3e
tas_mon_CanESM5_ssp585_r17i1p2f1_native.nc,hdl:21.14100/a8d1d5c9-e31b-4846-82c7-b4e8b9643b2f
tas_mon_CanESM5_ssp585_r18i1p2f1_native.nc,hdl:21.14100/60a076b4-d570-4028-b5c4-db410e9edb57
tas_mon_CanESM5_ssp585_r19i1p2f1_native.nc,hdl:21.14100/1d6e1a3e-54c6-4d2b-8d9a-2a51cef44797
tas_mon_CanESM5_ssp585_r1i1p2f1_native.nc,hdl:21.14100/095193db-9829-44c6-9c14-38730ec4ab5b
tas_mon_CanESM5_ssp585_r20i1p2f1_native.nc,hdl:21.14100/f8c3750b-87dd-4ee0-91e8-9f37352a8444
tas_mon_CanESM5_ssp585_r21i1p2f1_native.nc,hdl:21.14100/d1dff550-b8ff-4d67-93f7-7a17f44f70f6
tas_mon_CanESM5_ssp585_r22i1p2f1_native.nc,hdl:21.14100/11af823d-6b7a-4c0c-bfd3-bb02425b564b
tas_mon_CanESM5_ssp585_r23i1p2f1_native.nc,hdl:21.14100/e9ea0089-aaf9-46f0-ac23-39fe39d45503
tas_mon_CanESM5_ssp585_r24i1p2f1_native.nc,hdl:21.14100/72d7469d-31c7-4c46-b890-a7a27aaba91f
tas_mon_CanESM5_ssp585_r25i1p2f1_native.nc,hdl:21.14100/5afa6127-1d11-4859-af41-494b7bb8b241
tas_mon_CanESM5_ssp585_r2i1p2f1_native.nc,hdl:21.14100/076e54a7-443f-4830-8377-40652dd2e9a1
tas_mon_CanESM5_ssp585_r3i1p2f1_native.nc,hdl:21.14100/d349cc2e-e320-4d82-ac12-66e4c08cdec6
tas_mon_CanESM5_ssp585_r4i1p2f1_native.nc,hdl:21.14100/2912e446-af31-43d0-9f99-55abc550c6a9
tas_mon_CanESM5_ssp585_r5i1p2f1_native.nc,hdl:21.14100/453aecf0-718c-41a0-8568-d23bae01fe0c
tas_mon_CanESM5_ssp585_r6i1p2f1_native.nc,hdl:21.14100/05f03cb2-354b-4f12-80c1-cdaa4a23cd40
tas_mon_CanESM5_ssp585_r7i1p2f1_native.nc,hdl:21.14100/588f1810-3793-4fcd-9c20-8b40202f85d6
tas_mon_CanESM5_ssp585_r8i1p2f1_native.nc,hdl:21.14100/fdf7f4c6-5af7-4947-ad1d-425fce233e74
tas_mon_CanESM5_ssp585_r9i1p2f1_native.nc,hdl:21.14100/a6b657ea-6f0e-41de-b01f-db4ef84f69a8
tas_mon_CanESM5-CanOE_historical_r1i1p2f1_native.nc,hdl:21.14100/48904243-28e8-4ccf-b987-feb3fe6bbea2
tas_mon_CanESM5-CanOE_historical_r2i1p2f1_native.nc,hdl:21.14100/71dca825-58da-4810-bc30-8a4a8a85277d
tas_mon_CanESM5-CanOE_historical_r3i1p2f1_native.nc,hdl:21.14100/44c2e22b-6db4-4dcd-87b3-3764189330ee
tas_mon_CanESM5-CanOE_ssp585_r1i1p2f1_native.nc,hdl:21.14100/bb996965-0a2a-4963-93bd-aa6c1b4527a7
tas_mon_CanESM5-CanOE_ssp585_r2i1p2f1_native.nc,hdl:21.14100/a7714273-3126-410e-9fd3-721673d4a66d
tas_mon_CanESM5-CanOE_ssp585_r3i1p2f1_native.nc,hdl:21.14100/739ceee9-12bc-49e8-bd2e-d444ab62d4dd
tas_mon_CESM2_historical_r10i1p1f1_native.nc,hdl:21.14100/e47b79db-3925-45a7-9c0a-6799c2f1e8ae
tas_mon_CESM2_historical_r11i1p1f1_native.nc,hdl:21.14100/a7278f6d-6a1b-4050-8f06-a8033604736a
tas_mon_CESM2_historical_r1i1p1f1_native.nc,hdl:21.14100/d9a7225a-49c3-4470-b7ab-a8180926f839
tas_mon_CESM2_historical_r2i1p1f1_native.nc,hdl:21.14100/d6fa53f3-6177-4362-b89b-3e501730faec
tas_mon_CESM2_historical_r3i1p1f1_native.nc,hdl:21.14100/5b561e94-39b4-40d1-8343-77e1c9e30765
tas_mon_CESM2_historical_r4i1p1f1_native.nc,hdl:21.14100/ef376c2e-c83b-4e73-a770-010e28bb1776
tas_mon_CESM2_historical_r5i1p1f1_native.nc,hdl:21.14100/fb912e02-4a12-4d3d-8dd5-d1d0b8f776e1
tas_mon_CESM2_historical_r6i1p1f1_native.nc,hdl:21.14100/86f90ad0-949d-4285-9c36-117c7c139649
tas_mon_CESM2_historical_r7i1p1f1_native.nc,hdl:21.14100/ef102346-9475-49e1-b8cf-ece4bec4b886
tas_mon_CESM2_historical_r8i1p1f1_native.nc,hdl:21.14100/bb0b3f7a-7160-47b6-bc7f-dfa86f160170
tas_mon_CESM2_historical_r9i1p1f1_native.nc,hdl:21.14100/4b164514-1627-4deb-a8d5-93d4c5166d41
tas_mon_CESM2_ssp585_r10i1p1f1_native.nc,hdl:21.14100/30b8ea3c-f03d-4e74-afd3-33e70e41da59
tas_mon_CESM2_ssp585_r11i1p1f1_native.nc,hdl:21.14100/59108111-cdc4-41f4-a545-c95fc968c977
tas_mon_CESM2_ssp585_r1i1p1f1_native.nc,hdl:21.14100/ebb3e629-0c34-41ac-bf9d-1d392663fe18
tas_mon_CESM2_ssp585_r2i1p1f1_native.nc,hdl:21.14100/8d948e11-b95f-4bec-947f-6db215cc3709
tas_mon_CESM2_ssp585_r4i1p1f1_native.nc,hdl:21.14100/6aa12f5a-cf48-42af-acb0-f54b5afa0f41
tas_mon_CESM2-WACCM_historical_r1i1p1f1_native.nc,hdl:21.14100/55a8af4c-3729-4051-9e53-f22295c2ec1c
tas_mon_CESM2-WACCM_historical_r2i1p1f1_native.nc,hdl:21.14100/3ee6052c-4da8-4486-9228-e91943a379f3
tas_mon_CESM2-WACCM_historical_r3i1p1f1_native.nc,hdl:21.14100/e0b9ce1e-c5c4-45c3-bc34-7b81f6e528e2
tas_mon_CESM2-WACCM_ssp585_r1i1p1f1_native.nc,hdl:21.14100/8e986dfa-cd3a-45a4-9e3b-9cb67433b6ab
tas_mon_CESM2-WACCM_ssp585_r2i1p1f1_native.nc,hdl:21.14100/4829c15a-6764-4a63-9c93-b55efe9d03f6
tas_mon_CESM2-WACCM_ssp585_r3i1p1f1_native.nc,hdl:21.14100/dfdea3d0-a5c8-4366-a8cf-9753e0d02ff9
tas_mon_CESM2-WACCM_ssp585_r4i1p1f1_native.nc,hdl:21.14100/3b7cd6f1-9201-4b49-b4e9-f793929ebb60
tas_mon_CESM2-WACCM_ssp585_r5i1p1f1_native.nc,hdl:21.14100/b8b45b23-dd0c-44ff-b749-e26ba101642f
tas_mon_CIESM_historical_r1i1p1f1_native.nc,hdl:21.14100/0a854b7f-69f4-4082-af55-a9031f19e051
tas_mon_CIESM_historical_r2i1p1f1_native.nc,hdl:21.14100/c224f457-3ef8-4f75-9de0-eb857cea7d96
tas_mon_CIESM_historical_r3i1p1f1_native.nc,hdl:21.14100/d1f27fe4-d4a7-4cb7-9269-0e8b01000c94
tas_mon_CIESM_ssp585_r1i1p1f1_native.nc,hdl:21.14100/05d75e84-9192-4b43-a822-6812e4c16a57
tas_mon_CMCC-CM2-SR5_historical_r1i1p1f1_native.nc,hdl:21.14100/0d405b27-f2c3-4622-a665-5e5fde9724d6
tas_mon_CMCC-CM2-SR5_ssp585_r1i1p1f1_native.nc,hdl:21.14100/2f9a52cb-e379-4128-ad64-871d2a16875b
tas_mon_CNRM-CM6-1_historical_r10i1p1f2_native.nc,hdl:21.14100/aaca9734-594a-418d-95df-b636e0dd3314
tas_mon_CNRM-CM6-1_historical_r11i1p1f2_native.nc,hdl:21.14100/954ae7be-426e-47e2-9567-6879a21f5205
tas_mon_CNRM-CM6-1_historical_r12i1p1f2_native.nc,hdl:21.14100/1c8fee69-d4e8-450e-9113-a4c55aea7fff
tas_mon_CNRM-CM6-1_historical_r13i1p1f2_native.nc,hdl:21.14100/b4b8da33-72b4-49ec-a298-363bb6f2d56f
tas_mon_CNRM-CM6-1_historical_r14i1p1f2_native.nc,hdl:21.14100/bc8a483b-c701-479f-94ea-c7ac2d278356
tas_mon_CNRM-CM6-1_historical_r15i1p1f2_native.nc,hdl:21.14100/2fb1b9c7-9f89-4b5c-b715-4520662b276e
tas_mon_CNRM-CM6-1_historical_r16i1p1f2_native.nc,hdl:21.14100/a971c10b-fd63-4c93-86d4-5a8d5531f17d
tas_mon_CNRM-CM6-1_historical_r17i1p1f2_native.nc,hdl:21.14100/bb8f0170-e067-47d1-be6b-ff82920aefd4
tas_mon_CNRM-CM6-1_historical_r18i1p1f2_native.nc,hdl:21.14100/144a9c7b-f02c-44f8-ac9f-27930ce62bbd
tas_mon_CNRM-CM6-1_historical_r19i1p1f2_native.nc,hdl:21.14100/d1a5bbff-9430-4799-b057-d22bea65332a
tas_mon_CNRM-CM6-1_historical_r1i1p1f2_native.nc,hdl:21.14100/87bf0ea8-e604-4581-b49d-0f98831346b1
tas_mon_CNRM-CM6-1_historical_r20i1p1f2_native.nc,hdl:21.14100/f0699a14-784d-4b9f-8383-33a7893997e7
tas_mon_CNRM-CM6-1_historical_r21i1p1f2_native.nc,hdl:21.14100/79adcdc4-c6e3-4070-8f80-a47d32879fa6
tas_mon_CNRM-CM6-1_historical_r22i1p1f2_native.nc,hdl:21.14100/6c7e41c3-b953-4f5d-b4af-46607d031c58
tas_mon_CNRM-CM6-1_historical_r23i1p1f2_native.nc,hdl:21.14100/a667717f-8250-4db2-8519-89303b9bf866
tas_mon_CNRM-CM6-1_historical_r24i1p1f2_native.nc,hdl:21.14100/27c6a07b-7f6f-42d6-a0da-317d246e9375
tas_mon_CNRM-CM6-1_historical_r25i1p1f2_native.nc,hdl:21.14100/869eeb25-45b2-4009-9629-e521e0d8ab10
tas_mon_CNRM-CM6-1_historical_r26i1p1f2_native.nc,hdl:21.14100/99e98120-7a39-442b-86bc-320782414165
tas_mon_CNRM-CM6-1_historical_r27i1p1f2_native.nc,hdl:21.14100/79b33aea-90c6-44cd-8ad5-64ce5c4df447
tas_mon_CNRM-CM6-1_historical_r28i1p1f2_native.nc,hdl:21.14100/cfc5309d-d067-4f1f-85e7-16ddfe8397a5
tas_mon_CNRM-CM6-1_historical_r29i1p1f2_native.nc,hdl:21.14100/043b6b19-0b26-4094-a088-653d0668b456
tas_mon_CNRM-CM6-1_historical_r2i1p1f2_native.nc,hdl:21.14100/1c35f9b0-8837-49c3-8fec-cdd1f4dd28d7
tas_mon_CNRM-CM6-1_historical_r30i1p1f2_native.nc,hdl:21.14100/358a73d6-5f40-406f-b7aa-160a908bf69d
tas_mon_CNRM-CM6-1_historical_r3i1p1f2_native.nc,hdl:21.14100/7fb8c37b-2188-4290-85ab-2a5d270fa4d2
tas_mon_CNRM-CM6-1_historical_r4i1p1f2_native.nc,hdl:21.14100/6e6655cd-42c8-448a-adbf-9f8deba31e22
tas_mon_CNRM-CM6-1_historical_r5i1p1f2_native.nc,hdl:21.14100/efab3840-26dc-450e-8552-8476a9fba639
tas_mon_CNRM-CM6-1_historical_r6i1p1f2_native.nc,hdl:21.14100/29012da2-20a8-4cc8-8e16-4cc4c66f0c7c
tas_mon_CNRM-CM6-1_historical_r7i1p1f2_native.nc,hdl:21.14100/13a26676-2a6d-49c6-b997-c0a8b5faeb6a
tas_mon_CNRM-CM6-1_historical_r8i1p1f2_native.nc,hdl:21.14100/7a7bb481-236a-4611-bbac-ea02ff63cab4
tas_mon_CNRM-CM6-1_historical_r9i1p1f2_native.nc,hdl:21.14100/e6cb739d-5169-4629-88df-fe96edc83db1
tas_mon_CNRM-CM6-1_ssp585_r1i1p1f2_native.nc,hdl:21.14100/a4acca74-001d-4953-b6a1-29086f2749b1
tas_mon_CNRM-CM6-1_ssp585_r2i1p1f2_native.nc,hdl:21.14100/ad70d250-4f3a-423e-b6aa-bf49c081e447
tas_mon_CNRM-CM6-1_ssp585_r3i1p1f2_native.nc,hdl:21.14100/df5ac964-d739-40c5-ac75-782a90c8df98
tas_mon_CNRM-CM6-1_ssp585_r4i1p1f2_native.nc,hdl:21.14100/0cf9422e-1e50-48bf-a771-b8ec2e717371
tas_mon_CNRM-CM6-1_ssp585_r5i1p1f2_native.nc,hdl:21.14100/7685d695-0f2d-439f-8d90-bade00e52ec3
tas_mon_CNRM-CM6-1_ssp585_r6i1p1f2_native.nc,hdl:21.14100/b1d83d8b-b278-47a8-92d6-41e00417810a
tas_mon_CNRM-CM6-1-HR_historical_r1i1p1f2_native.nc,hdl:21.14100/101e3c2b-f508-4b41-a934-9b03824fd95f
tas_mon_CNRM-CM6-1-HR_ssp585_r1i1p1f2_native.nc,hdl:21.14100/f82adb23-41ec-4069-9bfa-571f8fe25fcd
tas_mon_CNRM-ESM2-1_historical_r10i1p1f2_native.nc,hdl:21.14100/5cfb6b3f-291c-46ea-9200-ddc4ae7e1915
tas_mon_CNRM-ESM2-1_historical_r11i1p1f2_native.nc,hdl:21.14100/87a7d2b1-059e-4ce3-a472-330c1304c5ad
tas_mon_CNRM-ESM2-1_historical_r1i1p1f2_native.nc,hdl:21.14100/a2e7d2e9-40c2-4d66-935b-a7706cf873ca
tas_mon_CNRM-ESM2-1_historical_r2i1p1f2_native.nc,hdl:21.14100/b6771738-beaa-42cc-b922-7304ee49a2b0
tas_mon_CNRM-ESM2-1_historical_r3i1p1f2_native.nc,hdl:21.14100/33c3675e-f1e6-4e03-85a1-834a2716091b
tas_mon_CNRM-ESM2-1_historical_r4i1p1f2_native.nc,hdl:21.14100/e1716617-3568-42df-96ec-c60f18d60e98
tas_mon_CNRM-ESM2-1_historical_r5i1p1f2_native.nc,hdl:21.14100/e7cdfebc-2d74-4e48-9bb4-663a7094d4cd
tas_mon_CNRM-ESM2-1_historical_r7i1p1f2_native.nc,hdl:21.14100/5f76f800-e960-43d2-a7bc-7e2edbc08ac4
tas_mon_CNRM-ESM2-1_historical_r8i1p1f2_native.nc,hdl:21.14100/2f176768-e638-4c1e-b95f-1304d2c9e2b8
tas_mon_CNRM-ESM2-1_historical_r9i1p1f2_native.nc,hdl:21.14100/77278452-0498-4ed2-8cbd-0c3e214a1f7e
tas_mon_CNRM-ESM2-1_ssp585_r1i1p1f2_native.nc,hdl:21.14100/258a34a6-23f9-412a-a913-00fa00a98c21
tas_mon_CNRM-ESM2-1_ssp585_r2i1p1f2_native.nc,hdl:21.14100/005cdb6d-2153-4555-802a-49afa2b06a40
tas_mon_CNRM-ESM2-1_ssp585_r3i1p1f2_native.nc,hdl:21.14100/63d8823b-28e1-4542-9576-532f3b4d1422
