"Q05" "mean" "Q95"
"2029" 0.507 0.672 0.837
"2030" 0.526 0.7 0.874
"2031" 0.546 0.729 0.912
"2032" 0.567 0.76 0.952
"2033" 0.591 0.793 0.995
"2034" 0.619 0.831 1.042
"2035" 0.647 0.868 1.09
"2036" 0.676 0.907 1.139
"2037" 0.703 0.944 1.186
"2038" 0.73 0.982 1.234
"2039" 0.754 1.017 1.28
"2040" 0.778 1.052 1.325
"2041" 0.801 1.086 1.37
"2042" 0.825 1.121 1.417
"2043" 0.85 1.157 1.465
"2044" 0.878 1.196 1.515
"2045" 0.909 1.239 1.569
"2046" 0.942 1.284 1.626
"2047" 0.977 1.331 1.685
"2048" 1.011 1.377 1.744
"2049" 1.042 1.421 1.8
"2050" 1.071 1.462 1.854
"2051" 1.098 1.503 1.908
"2052" 1.126 1.544 1.962
"2053" 1.153 1.585 2.016
"2054" 1.182 1.627 2.072
"2055" 1.214 1.673 2.132
"2056" 1.248 1.721 2.194
"2057" 1.282 1.769 2.257
"2058" 1.316 1.818 2.32
"2059" 1.35 1.867 2.384
"2060" 1.383 1.914 2.446
"2061" 1.414 1.961 2.508
"2062" 1.444 2.007 2.569
"2063" 1.475 2.053 2.632
"2064" 1.506 2.101 2.695
"2065" 1.539 2.149 2.76
"2066" 1.574 2.201 2.829
"2067" 1.612 2.256 2.899
"2068" 1.65 2.31 2.971
"2069" 1.687 2.364 3.042
"2070" 1.722 2.417 3.111
"2071" 1.755 2.467 3.179
"2072" 1.787 2.517 3.247
"2073" 1.82 2.568 3.316
"2074" 1.851 2.618 3.384
"2075" 1.884 2.668 3.453
"2076" 1.916 2.719 3.523
"2077" 1.95 2.772 3.594
"2078" 1.985 2.826 3.667
"2079" 2.022 2.882 3.742
"2080" 2.06 2.939 3.818
"2081" 2.098 2.996 3.894
"2082" 2.135 3.052 3.969
"2083" 2.17 3.107 4.043
"2084" 2.204 3.161 4.117
"2085" 2.237 3.213 4.19
"2086" 2.269 3.266 4.262
"2087" 2.302 3.319 4.335
"2088" 2.335 3.372 4.409
"2089" 2.371 3.428 4.485
"2090" 2.408 3.486 4.563
"2091" 2.447 3.545 4.642
"2092" 2.488 3.605 4.722
"2093" 2.526 3.664 4.801
"2094" 2.562 3.719 4.877
"2095" 2.595 3.774 4.952
"2096" 2.627 3.826 5.025
"2097" 2.659 3.879 5.099
"2098" 2.692 3.932 5.172
"2099" 2.725 3.986 5.247
"2100" 2.761 4.043 5.324
