"Q05" "mean" "Q95"
"1939" -0.966 -0.686 -0.405
"1940" -0.96 -0.682 -0.403
"1941" -0.956 -0.68 -0.404
"1942" -0.954 -0.68 -0.406
"1943" -0.953 -0.682 -0.41
"1944" -0.951 -0.682 -0.412
"1945" -0.943 -0.676 -0.41
"1946" -0.933 -0.669 -0.405
"1947" -0.919 -0.657 -0.396
"1948" -0.904 -0.645 -0.387
"1949" -0.893 -0.637 -0.381
"1950" -0.887 -0.634 -0.381
"1951" -0.887 -0.636 -0.385
"1952" -0.885 -0.637 -0.388
"1953" -0.884 -0.638 -0.391
"1954" -0.881 -0.637 -0.393
"1955" -0.873 -0.632 -0.39
"1956" -0.857 -0.619 -0.381
"1957" -0.835 -0.6 -0.365
"1958" -0.815 -0.584 -0.352
"1959" -0.802 -0.573 -0.345
"1960" -0.792 -0.566 -0.34
"1961" -0.789 -0.566 -0.342
"1962" -0.816 -0.593 -0.37
"1963" -0.948 -0.714 -0.479
"1964" -1.041 -0.795 -0.549
"1965" -1.058 -0.81 -0.562
"1966" -0.991 -0.754 -0.517
"1967" -0.969 -0.737 -0.504
"1968" -0.933 -0.707 -0.48
"1969" -0.889 -0.67 -0.451
"1970" -0.85 -0.638 -0.425
"1971" -0.842 -0.632 -0.421
"1972" -0.817 -0.612 -0.406
"1973" -0.778 -0.579 -0.38
"1974" -0.755 -0.561 -0.366
"1975" -0.789 -0.591 -0.393
"1976" -0.768 -0.575 -0.381
"1977" -0.727 -0.541 -0.354
"1978" -0.68 -0.502 -0.323
"1979" -0.635 -0.464 -0.293
"1980" -0.603 -0.438 -0.273
"1981" -0.58 -0.42 -0.26
"1982" -0.602 -0.442 -0.281
"1983" -0.701 -0.528 -0.354
"1984" -0.708 -0.534 -0.36
"1985" -0.67 -0.505 -0.339
"1986" -0.634 -0.476 -0.318
"1987" -0.587 -0.439 -0.29
"1988" -0.53 -0.392 -0.255
"1989" -0.464 -0.339 -0.214
"1990" -0.411 -0.295 -0.18
"1991" -0.452 -0.334 -0.215
"1992" -0.696 -0.53 -0.363
"1993" -0.752 -0.572 -0.392
"1994" -0.661 -0.502 -0.344
"1995" -0.553 -0.419 -0.286
"1996" -0.453 -0.343 -0.232
"1997" -0.364 -0.273 -0.183
"1998" -0.281 -0.209 -0.137
"1999" -0.206 -0.149 -0.093
"2000" -0.138 -0.095 -0.053
"2001" -0.082 -0.05 -0.018
"2002" -0.034 -0.009 0.016
"2003" -0.002 0.019 0.039
"2004" 0.024 0.044 0.063
"2005" 0.041 0.061 0.081
"2006" 0.052 0.075 0.098
"2007" 0.061 0.089 0.118
"2008" 0.071 0.108 0.144
"2009" 0.078 0.123 0.168
"2010" 0.093 0.148 0.204
"2011" 0.107 0.173 0.239
"2012" 0.126 0.204 0.282
"2013" 0.147 0.238 0.328
"2014" 0.165 0.268 0.37
"2015" 0.185 0.301 0.416
"2016" 0.2 0.327 0.453
"2017" 0.213 0.351 0.489
"2018" 0.226 0.375 0.524
"2019" 0.238 0.399 0.56
"2020" 0.251 0.423 0.596
"2021" 0.267 0.452 0.637
"2022" 0.287 0.485 0.683
"2023" 0.306 0.518 0.729
"2024" 0.325 0.55 0.774
"2025" 0.339 0.576 0.813
"2026" 0.35 0.599 0.848
"2027" 0.359 0.619 0.878
"2028" 0.366 0.637 0.908
"2029" 0.373 0.654 0.936
"2030" 0.379 0.671 0.964
"2031" 0.385 0.688 0.991
"2032" 0.391 0.706 1.02
"2033" 0.401 0.727 1.052
"2034" 0.414 0.752 1.09
"2035" 0.426 0.776 1.126
"2036" 0.439 0.801 1.163
"2037" 0.449 0.822 1.196
"2038" 0.458 0.843 1.227
"2039" 0.463 0.859 1.254
"2040" 0.467 0.872 1.278
"2041" 0.469 0.884 1.299
"2042" 0.471 0.896 1.32
"2043" 0.474 0.908 1.343
"2044" 0.478 0.923 1.368
"2045" 0.487 0.942 1.397
"2046" 0.497 0.963 1.429
"2047" 0.508 0.985 1.462
"2048" 0.518 1.005 1.493
"2049" 0.524 1.021 1.518
"2050" 0.525 1.031 1.537
"2051" 0.525 1.04 1.554
"2052" 0.524 1.046 1.568
"2053" 0.523 1.053 1.582
"2054" 0.522 1.06 1.598
"2055" 0.524 1.07 1.616
"2056" 0.529 1.084 1.638
"2057" 0.533 1.096 1.659
"2058" 0.536 1.107 1.678
"2059" 0.539 1.118 1.697
"2060" 0.539 1.126 1.712
"2061" 0.537 1.13 1.723
"2062" 0.534 1.134 1.733
"2063" 0.531 1.137 1.743
"2064" 0.528 1.14 1.752
"2065" 0.526 1.145 1.763
"2066" 0.527 1.153 1.778
"2067" 0.53 1.163 1.796
"2068" 0.533 1.174 1.814
"2069" 0.535 1.182 1.829
"2070" 0.533 1.187 1.84
"2071" 0.529 1.189 1.848
"2072" 0.524 1.189 1.854
"2073" 0.519 1.189 1.86
"2074" 0.512 1.189 1.865
"2075" 0.506 1.188 1.869
"2076" 0.5 1.187 1.874
"2077" 0.495 1.187 1.88
"2078" 0.492 1.19 1.889
"2079" 0.49 1.195 1.9
"2080" 0.49 1.201 1.912
"2081" 0.488 1.206 1.923
"2082" 0.486 1.21 1.933
"2083" 0.481 1.211 1.94
"2084" 0.476 1.211 1.946
"2085" 0.468 1.209 1.949
"2086" 0.46 1.205 1.951
"2087" 0.452 1.203 1.954
"2088" 0.445 1.201 1.958
"2089" 0.44 1.202 1.964
"2090" 0.438 1.206 1.975
"2091" 0.437 1.212 1.987
"2092" 0.438 1.22 2.001
"2093" 0.437 1.224 2.012
"2094" 0.431 1.225 2.019
"2095" 0.424 1.224 2.023
"2096" 0.415 1.22 2.025
"2097" 0.406 1.216 2.026
"2098" 0.397 1.213 2.028
"2099" 0.39 1.211 2.032
"2100" 0.386 1.213 2.04
